"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"317";"2024-07-31 16:35:35";"Legs/Abs";"4362";"Cable Crunch";"2";"63.502931800000006";"10";"";"";"";"";""
"317";"2024-07-31 16:35:35";"Legs/Abs";"4362";"Hanging Leg Raise";"1";"70.89700317382812";"5";"";"";"";"";""
"317";"2024-07-31 16:35:35";"Legs/Abs";"4362";"Hanging Leg Raise";"2";"70.89700317382812";"3";"";"";"";"";""
"318";"2024-08-01 16:33:40";"Pull 2";"3741";"Lat Pulldown (Cable)";"WARM_UP";"40.8233133";"6";"";"";"";"";""
"318";"2024-08-01 16:33:40";"Pull 2";"3741";"Lat Pulldown (Cable)";"WARM_UP";"58.9670081";"3";"";"";"";"";""
"318";"2024-08-01 16:33:40";"Pull 2";"3741";"Lat Pulldown (Cable)";"1";"77.1107029";"6";"";"";"";"";""
"318";"2024-08-01 16:33:40";"Pull 2";"3741";"Lat Pulldown (Cable)";"FAILURE";"77.1107029";"9";"";"";"";"";""
"318";"2024-08-01 16:33:40";"Pull 2";"3741";"Lat Pulldown (Cable)";"3";"77.1107029";"9";"";"";"";"";""
"318";"2024-08-01 16:33:40";"Pull 2";"3741";"High Seated Row";"FAILURE";"72.57477920000001";"11";"";"";"";"";""
"318";"2024-08-01 16:33:40";"Pull 2";"3741";"High Seated Row";"2";"40.8233133";"6";"";"";"";"";""
"318";"2024-08-01 16:33:40";"Pull 2";"3741";"High Seated Row";"3";"72.57477920000001";"11";"";"";"";"";""
"318";"2024-08-01 16:33:40";"Pull 2";"3741";"High Seated Row";"4";"72.57477920000001";"9";"";"";"";"";""
"318";"2024-08-01 16:33:40";"Pull 2";"3741";"Cable Y Raise";"1";"9.071847400000001";"8";"";"";"";"";""
"318";"2024-08-01 16:33:40";"Pull 2";"3741";"Cable Y Raise";"2";"9.071847400000001";"12";"";"";"";"";""
"318";"2024-08-01 16:33:40";"Pull 2";"3741";"Hammer Curl (Dumbbell)";"1";"15.875732950000002";"5";"";"";"";"";""
"318";"2024-08-01 16:33:40";"Pull 2";"3741";"Hammer Curl (Dumbbell)";"2";"13.6077711";"10";"";"";"";"";""
"318";"2024-08-01 16:33:40";"Pull 2";"3741";"Hammer Curl (Dumbbell)";"3";"15.875732950000002";"10";"";"";"";"";""
"318";"2024-08-01 16:33:40";"Pull 2";"3741";"Forearm Dumbell Superset";"1";"6.80388555";"12";"";"";"";"";""
"318";"2024-08-01 16:33:40";"Pull 2";"3741";"Forearm Dumbell Superset";"2";"6.80388555";"9";"";"";"";"";""
"319";"2024-08-02 16:19:25";"Push 2";"3601";"Incline Chest Press (Machine)";"FAILURE";"81.6466266";"5";"";"";"";"";""
"319";"2024-08-02 16:19:25";"Push 2";"3601";"Incline Chest Press (Machine)";"WARM_UP";"40.8233133";"6";"";"";"";"";""
"319";"2024-08-02 16:19:25";"Push 2";"3601";"Incline Chest Press (Machine)";"2";"81.6466266";"7";"";"";"";"";""
"319";"2024-08-02 16:19:25";"Push 2";"3601";"Plate Loaded Chest Fly";"1";"36.287389600000004";"7";"";"";"";"";""
"319";"2024-08-02 16:19:25";"Push 2";"3601";"Plate Loaded Chest Fly";"2";"36.287389600000004";"11";"";"";"";"";""
"319";"2024-08-02 16:19:25";"Push 2";"3601";"Overhead Press (Dumbbell)";"WARM_UP";"9.071847400000001";"6";"";"";"";"";""
"319";"2024-08-02 16:19:25";"Push 2";"3601";"Overhead Press (Dumbbell)";"1";"18.143694800000002";"9";"";"";"";"";""
"319";"2024-08-02 16:19:25";"Push 2";"3601";"Overhead Press (Dumbbell)";"2";"15.875732950000002";"11";"";"";"";"";""
"319";"2024-08-02 16:19:25";"Push 2";"3601";"Overhead Press (Dumbbell)";"3";"18.143694800000002";"7";"";"";"";"";""
"319";"2024-08-02 16:19:25";"Push 2";"3601";"Lateral Raise (Cable)";"1";"9.071847400000001";"12";"";"";"";"";""
"319";"2024-08-02 16:19:25";"Push 2";"3601";"Lateral Raise (Cable)";"2";"13.6077711";"8";"";"";"";"";""
"319";"2024-08-02 16:19:25";"Push 2";"3601";"Lateral Raise (Cable)";"3";"9.071847400000001";"13";"";"";"";"";""
