"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"21";"2020-07-21 10:35:33";"Phase 1 Pull 1";"3428";"Inverted Row (Bodyweight)";"2";"";"10";"";"";"";"";""
"21";"2020-07-21 10:35:33";"Phase 1 Pull 1";"3428";"Inverted Row (Bodyweight)";"3";"";"10";"";"";"";"";""
"21";"2020-07-21 10:35:33";"Phase 1 Pull 1";"3428";"Inverted Row (Bodyweight)";"4";"";"8";"";"";"";"";""
"21";"2020-07-21 10:35:33";"Phase 1 Pull 1";"3428";"Pelican Curl";"1";"64.863656";"5";"";"";"";"";""
"21";"2020-07-21 10:35:33";"Phase 1 Pull 1";"3428";"Pelican Curl";"2";"64.863656";"6";"";"";"";"";""
"21";"2020-07-21 10:35:33";"Phase 1 Pull 1";"3428";"Pelican Curl";"3";"64.863656";"5";"";"";"";"";""
"21";"2020-07-21 10:35:33";"Phase 1 Pull 1";"3428";"Face Pull (Rings)";"1";"64.863656";"8";"";"";"";"";""
"21";"2020-07-21 10:35:33";"Phase 1 Pull 1";"3428";"Face Pull (Rings)";"2";"64.863656";"8";"";"";"";"";""
"21";"2020-07-21 10:35:33";"Phase 1 Pull 1";"3428";"Face Pull (Rings)";"3";"64.863656";"8";"";"";"";"";""
"21";"2020-07-21 10:35:33";"Phase 1 Pull 1";"3428";"Ring Rollout";"1";"64.863656";"8";"";"";"";"";""
"21";"2020-07-21 10:35:33";"Phase 1 Pull 1";"3428";"Ring Rollout";"2";"64.863656";"9";"";"";"";"";""
"21";"2020-07-21 10:35:33";"Phase 1 Pull 1";"3428";"Ring Rollout";"3";"64.863656";"8";"";"";"";"";""
"22";"2022-06-20 10:52:33";"Push";"3485";"Chest Dip";"1";"68.356370159";"8";"";"";"";"";""
"22";"2022-06-20 10:52:33";"Push";"3485";"Chest Dip";"2";"68.356370159";"8";"";"";"";"";""
"22";"2022-06-20 10:52:33";"Push";"3485";"Chest Dip";"3";"68.356370159";"10";"";"";"";"";""
"22";"2022-06-20 10:52:33";"Push";"3485";"Overhead Press (Dumbbell)";"1";"11.33980925";"5";"";"";"";"";""
"22";"2022-06-20 10:52:33";"Push";"3485";"Overhead Press (Dumbbell)";"2";"11.33980925";"9";"";"";"";"";""
"22";"2022-06-20 10:52:33";"Push";"3485";"Overhead Press (Dumbbell)";"3";"11.33980925";"7";"";"";"";"";""
"22";"2022-06-20 10:52:33";"Push";"3485";"Incline Chest Press (Machine)";"1";"22.6796185";"6";"";"";"";"";""
"22";"2022-06-20 10:52:33";"Push";"3485";"Incline Chest Press (Machine)";"2";"18.143694800000002";"7";"";"";"";"";""
"22";"2022-06-20 10:52:33";"Push";"3485";"Bench Press (Dumbbell)";"1";"11.33980925";"12";"";"";"";"";""
"22";"2022-06-20 10:52:33";"Push";"3485";"Bench Press (Dumbbell)";"2";"11.33980925";"9";"";"";"";"";""
"22";"2022-06-20 10:52:33";"Push";"3485";"Bench Press (Dumbbell)";"3";"11.33980925";"7";"";"";"";"";""
"22";"2022-06-20 10:52:33";"Push";"3485";"Cross Cable Extension";"1";"6.80388555";"7";"";"";"";"";""
"22";"2022-06-20 10:52:33";"Push";"3485";"Cross Cable Extension";"2";"6.80388555";"10";"";"";"";"";""
"22";"2022-06-20 10:52:33";"Push";"3485";"Cable Y Raise";"1";"4.535923700000001";"6";"";"";"";"";""
"22";"2022-06-20 10:52:33";"Push";"3485";"Cable Y Raise";"2";"4.535923700000001";"5";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"Lat Pulldown (Cable)";"1";"45.359237";"7";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"Lat Pulldown (Cable)";"2";"45.359237";"11";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"Lat Pulldown (Cable)";"3";"45.359237";"12";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"Lat Pulldown (Cable)";"4";"45.359237";"7";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"T Bar Row";"1";"13.6077711";"10";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"T Bar Row";"2";"13.6077711";"7";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"T Bar Row";"3";"13.6077711";"8";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"Knelt Pulldown";"1";"15.875732950000002";"11";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"Knelt Pulldown";"2";"11.33980925";"12";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"Knelt Pulldown";"3";"11.33980925";"11";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"Seated Row (Cable)";"1";"29.937096420000003";"12";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"Seated Row (Cable)";"2";"24.947580350000003";"12";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"Seated Row (Cable)";"3";"29.937096420000003";"10";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"Preacher Curl (Machine)";"1";"9.071847400000001";"9";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"Preacher Curl (Machine)";"2";"18.143694800000002";"8";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"Preacher Curl (Machine)";"3";"18.143694800000002";"4";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"Brutal Biceps";"1";"4.535923700000001";"12";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"Brutal Biceps";"2";"4.535923700000001";"12";"";"";"";"";""
"23";"2022-06-21 13:58:24";"Pull";"4464";"Brutal Biceps";"3";"4.535923700000001";"14";"";"";"";"";""
"24";"2022-06-23 18:30:49";"Push";"3737";"Chest Dip";"1";"68.356370159";"7";"";"";"";"";"Mind muscle connection for chest needs work"
"24";"2022-06-23 18:30:49";"Push";"3737";"Chest Dip";"2";"68.356370159";"8";"";"";"";"";"Mind muscle connection for chest needs work"
"24";"2022-06-23 18:30:49";"Push";"3737";"Chest Dip";"3";"68.356370159";"6";"";"";"";"";"Mind muscle connection for chest needs work"
"24";"2022-06-23 18:30:49";"Push";"3737";"Overhead Press (Dumbbell)";"1";"11.33980925";"7";"";"";"";"";"Mind muscle connection for chest needs work"
"24";"2022-06-23 18:30:49";"Push";"3737";"Overhead Press (Dumbbell)";"2";"11.33980925";"8";"";"";"";"";"Mind muscle connection for chest needs work"
"24";"2022-06-23 18:30:49";"Push";"3737";"Overhead Press (Dumbbell)";"3";"11.33980925";"9";"";"";"";"";"Mind muscle connection for chest needs work"
"24";"2022-06-23 18:30:49";"Push";"3737";"Overhead Press (Dumbbell)";"4";"9.071847400000001";"9";"";"";"";"";"Mind muscle connection for chest needs work"
"24";"2022-06-23 18:30:49";"Push";"3737";"Incline Chest Press (Machine)";"1";"18.143694800000002";"5";"";"";"";"";"Mind muscle connection for chest needs work"
"24";"2022-06-23 18:30:49";"Push";"3737";"Incline Chest Press (Machine)";"2";"18.143694800000002";"9";"";"";"";"";"Mind muscle connection for chest needs work"
"24";"2022-06-23 18:30:49";"Push";"3737";"Incline Chest Press (Machine)";"3";"18.143694800000002";"4";"";"";"";"";"Mind muscle connection for chest needs work"
"24";"2022-06-23 18:30:49";"Push";"3737";"Bench Press (Dumbbell)";"1";"11.33980925";"10";"";"";"";"";"Mind muscle connection for chest needs work"
"24";"2022-06-23 18:30:49";"Push";"3737";"Bench Press (Dumbbell)";"2";"11.33980925";"10";"";"";"";"";"Mind muscle connection for chest needs work"
"24";"2022-06-23 18:30:49";"Push";"3737";"Bench Press (Dumbbell)";"3";"11.33980925";"10";"";"";"";"";"Mind muscle connection for chest needs work"
"24";"2022-06-23 18:30:49";"Push";"3737";"Cross Cable Extension";"1";"6.80388555";"9";"";"";"";"";"Mind muscle connection for chest needs work"
"24";"2022-06-23 18:30:49";"Push";"3737";"Cross Cable Extension";"2";"6.80388555";"5";"";"";"";"";"Mind muscle connection for chest needs work"
"24";"2022-06-23 18:30:49";"Push";"3737";"Cross Cable Extension";"3";"4.535923700000001";"13";"";"";"";"";"Mind muscle connection for chest needs work"
"24";"2022-06-23 18:30:49";"Push";"3737";"Cable Y Raise";"1";"4.535923700000001";"6";"";"";"";"";"Mind muscle connection for chest needs work"
"24";"2022-06-23 18:30:49";"Push";"3737";"Cable Y Raise";"2";"4.535923700000001";"7";"";"";"";"";"Mind muscle connection for chest needs work"
"25";"2022-06-24 14:49:18";"Pull";"5475";"Lat Pulldown (Cable)";"1";"45.359237";"12";"";"";"";"";""
"25";"2022-06-24 14:49:18";"Pull";"5475";"Lat Pulldown (Cable)";"2";"45.359237";"10";"";"";"";"";""
"25";"2022-06-24 14:49:18";"Pull";"5475";"Lat Pulldown (Cable)";"3";"45.359237";"12";"";"";"";"";""
"25";"2022-06-24 14:49:18";"Pull";"5475";"T Bar Row";"1";"13.6077711";"11";"";"";"";"";""
"25";"2022-06-24 14:49:18";"Pull";"5475";"T Bar Row";"2";"13.6077711";"10";"";"";"";"";""
"25";"2022-06-24 14:49:18";"Pull";"5475";"T Bar Row";"3";"13.6077711";"12";"";"";"";"";""
"25";"2022-06-24 14:49:18";"Pull";"5475";"Knelt Pulldown";"1";"15.875732950000002";"11";"";"";"";"";""
"25";"2022-06-24 14:49:18";"Pull";"5475";"Knelt Pulldown";"2";"13.6077711";"12";"";"";"";"";""
"25";"2022-06-24 14:49:18";"Pull";"5475";"Knelt Pulldown";"3";"15.875732950000002";"9";"";"";"";"";""
"25";"2022-06-24 14:49:18";"Pull";"5475";"Seated Row (Cable)";"1";"29.937096420000003";"11";"";"";"";"";""
"25";"2022-06-24 14:49:18";"Pull";"5475";"Seated Row (Cable)";"2";"29.937096420000003";"11";"";"";"";"";""
"25";"2022-06-24 14:49:18";"Pull";"5475";"Seated Row (Cable)";"3";"29.937096420000003";"13";"";"";"";"";""
"25";"2022-06-24 14:49:18";"Pull";"5475";"Preacher Curl (Machine)";"1";"18.143694800000002";"10";"";"";"";"";""
"25";"2022-06-24 14:49:18";"Pull";"5475";"Preacher Curl (Machine)";"2";"18.143694800000002";"4";"";"";"";"";""
"25";"2022-06-24 14:49:18";"Pull";"5475";"Preacher Curl (Machine)";"3";"18.143694800000002";"9";"";"";"";"";""
"25";"2022-06-24 14:49:18";"Pull";"5475";"Brutal Biceps";"1";"6.80388555";"10";"";"";"";"";""
"25";"2022-06-24 14:49:18";"Pull";"5475";"Brutal Biceps";"2";"4.535923700000001";"12";"";"";"";"";""
"25";"2022-06-24 14:49:18";"Pull";"5475";"Brutal Biceps";"3";"4.535923700000001";"19";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Chest Dip";"1";"68.356370159";"7";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Chest Dip";"2";"68.356370159";"8";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Chest Dip";"3";"68.356370159";"6";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Overhead Press (Dumbbell)";"1";"11.33980925";"7";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Overhead Press (Dumbbell)";"2";"11.33980925";"9";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Overhead Press (Dumbbell)";"3";"11.33980925";"8";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Incline Chest Press (Machine)";"1";"18.143694800000002";"11";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Incline Chest Press (Machine)";"2";"18.143694800000002";"12";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Incline Chest Press (Machine)";"3";"18.143694800000002";"8";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Bench Press (Dumbbell)";"1";"11.33980925";"10";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Bench Press (Dumbbell)";"2";"11.33980925";"10";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Bench Press (Dumbbell)";"3";"11.33980925";"8";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Cross Cable Extension";"1";"6.80388555";"9";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Cross Cable Extension";"2";"4.535923700000001";"12";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Cross Cable Extension";"3";"4.535923700000001";"11";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Cable Y Raise";"1";"4.535923700000001";"9";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Cable Y Raise";"2";"4.535923700000001";"3";"";"";"";"";""
"26";"2022-06-27 14:42:54";"Push";"4300";"Cable Y Raise";"3";"4.535923700000001";"6";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"Lat Pulldown (Cable)";"1";"45.359237";"10";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"Lat Pulldown (Cable)";"2";"45.359237";"12";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"Lat Pulldown (Cable)";"3";"45.359237";"8";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"T Bar Row";"1";"13.6077711";"14";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"T Bar Row";"2";"13.6077711";"12";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"T Bar Row";"3";"13.6077711";"12";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"Knelt Pulldown";"1";"15.875732950000002";"10";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"Knelt Pulldown";"2";"15.875732950000002";"11";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"Knelt Pulldown";"3";"15.875732950000002";"11";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"Seated Row (Cable)";"1";"29.937096420000003";"9";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"Seated Row (Cable)";"2";"29.937096420000003";"7";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"Seated Row (Cable)";"3";"29.937096420000003";"10";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"Preacher Curl (Machine)";"1";"13.6077711";"7";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"Preacher Curl (Machine)";"2";"18.143694800000002";"6";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"Preacher Curl (Machine)";"3";"18.143694800000002";"9";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"Brutal Biceps";"1";"4.535923700000001";"15";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"Brutal Biceps";"2";"6.80388555";"9";"";"";"";"";""
"27";"2022-06-28 11:33:48";"Pull";"5196";"Brutal Biceps";"3";"4.535923700000001";"14";"";"";"";"";""
"28";"2022-07-18 15:23:09";"Push";"2550";"Chest Dip";"1";"68.356370159";"9";"";"";"";"";""
"28";"2022-07-18 15:23:09";"Push";"2550";"Chest Dip";"2";"68.356370159";"7";"";"";"";"";""
"28";"2022-07-18 15:23:09";"Push";"2550";"Chest Dip";"3";"68.356370159";"9";"";"";"";"";""
"28";"2022-07-18 15:23:09";"Push";"2550";"Overhead Press (Dumbbell)";"1";"11.33980925";"9";"";"";"";"";""
"28";"2022-07-18 15:23:09";"Push";"2550";"Overhead Press (Dumbbell)";"2";"11.33980925";"11";"";"";"";"";""
"28";"2022-07-18 15:23:09";"Push";"2550";"Overhead Press (Dumbbell)";"3";"11.33980925";"6";"";"";"";"";""
"28";"2022-07-18 15:23:09";"Push";"2550";"Incline Chest Press (Machine)";"1";"18.143694800000002";"4";"";"";"";"";""
"28";"2022-07-18 15:23:09";"Push";"2550";"Incline Chest Press (Machine)";"2";"18.143694800000002";"9";"";"";"";"";""
"28";"2022-07-18 15:23:09";"Push";"2550";"Incline Chest Press (Machine)";"3";"13.6077711";"5";"";"";"";"";""
"28";"2022-07-18 15:23:09";"Push";"2550";"Cross Cable Extension";"1";"4.535923700000001";"13";"";"";"";"";""
"28";"2022-07-18 15:23:09";"Push";"2550";"Cross Cable Extension";"2";"6.80388555";"7";"";"";"";"";""
"29";"2022-07-19 16:27:43";"Pull";"2886";"Lat Pulldown (Cable)";"1";"45.359237";"10";"";"";"";"";""
"29";"2022-07-19 16:27:43";"Pull";"2886";"Lat Pulldown (Cable)";"2";"45.359237";"13";"";"";"";"";""
"29";"2022-07-19 16:27:43";"Pull";"2886";"Lat Pulldown (Cable)";"3";"45.359237";"10";"";"";"";"";""
"29";"2022-07-19 16:27:43";"Pull";"2886";"T Bar Row";"1";"15.875732950000002";"10";"";"";"";"";""
"29";"2022-07-19 16:27:43";"Pull";"2886";"T Bar Row";"2";"15.875732950000002";"11";"";"";"";"";""
"29";"2022-07-19 16:27:43";"Pull";"2886";"T Bar Row";"3";"15.875732950000002";"10";"";"";"";"";""
"29";"2022-07-19 16:27:43";"Pull";"2886";"Knelt Pulldown";"1";"15.875732950000002";"8";"";"";"";"";""
"29";"2022-07-19 16:27:43";"Pull";"2886";"Knelt Pulldown";"2";"18.143694800000002";"8";"";"";"";"";""
"29";"2022-07-19 16:27:43";"Pull";"2886";"Knelt Pulldown";"3";"15.875732950000002";"9";"";"";"";"";""
"29";"2022-07-19 16:27:43";"Pull";"2886";"Brutal Biceps";"1";"5.987419284";"16";"";"";"";"";""
"29";"2022-07-19 16:27:43";"Pull";"2886";"Brutal Biceps";"2";"5.987419284";"11";"";"";"";"";""
"30";"2022-07-21 16:01:32";"Push";"2781";"Chest Dip";"1";"68.356370159";"7";"";"";"";"";""
"30";"2022-07-21 16:01:32";"Push";"2781";"Chest Dip";"2";"68.356370159";"8";"";"";"";"";""
"30";"2022-07-21 16:01:32";"Push";"2781";"Chest Dip";"3";"68.356370159";"7";"";"";"";"";""
"30";"2022-07-21 16:01:32";"Push";"2781";"Overhead Press (Dumbbell)";"1";"11.33980925";"8";"";"";"";"";""
"30";"2022-07-21 16:01:32";"Push";"2781";"Overhead Press (Dumbbell)";"2";"11.33980925";"8";"";"";"";"";""
"30";"2022-07-21 16:01:32";"Push";"2781";"Overhead Press (Dumbbell)";"3";"11.33980925";"12";"";"";"";"";""
"30";"2022-07-21 16:01:32";"Push";"2781";"Bench Press (Dumbbell)";"1";"11.33980925";"10";"";"";"";"";""
"30";"2022-07-21 16:01:32";"Push";"2781";"Bench Press (Dumbbell)";"2";"11.33980925";"12";"";"";"";"";""
"30";"2022-07-21 16:01:32";"Push";"2781";"Bench Press (Dumbbell)";"3";"11.33980925";"11";"";"";"";"";""
"30";"2022-07-21 16:01:32";"Push";"2781";"Cable Y Raise";"1";"4.535923700000001";"5";"";"";"";"";""
"30";"2022-07-21 16:01:32";"Push";"2781";"Cable Y Raise";"2";"4.535923700000001";"9";"";"";"";"";""
"31";"2022-07-25 16:52:06";"Push";"3364";"Chest Dip";"1";"68.356370159";"9";"";"";"";"";""
"31";"2022-07-25 16:52:06";"Push";"3364";"Chest Dip";"2";"68.356370159";"7";"";"";"";"";""
"31";"2022-07-25 16:52:06";"Push";"3364";"Chest Dip";"3";"68.356370159";"7";"";"";"";"";""
"31";"2022-07-25 16:52:06";"Push";"3364";"Incline Chest Press (Machine)";"1";"18.143694800000002";"6";"";"";"";"";""
"31";"2022-07-25 16:52:06";"Push";"3364";"Incline Chest Press (Machine)";"2";"18.143694800000002";"6";"";"";"";"";""
"31";"2022-07-25 16:52:06";"Push";"3364";"Incline Chest Press (Machine)";"3";"18.143694800000002";"9";"";"";"";"";""
"31";"2022-07-25 16:52:06";"Push";"3364";"Bench Press (Dumbbell)";"1";"12.473790175000001";"11";"";"";"";"";""
"31";"2022-07-25 16:52:06";"Push";"3364";"Bench Press (Dumbbell)";"2";"12.473790175000001";"14";"";"";"";"";""
"31";"2022-07-25 16:52:06";"Push";"3364";"Bench Press (Dumbbell)";"3";"12.473790175000001";"10";"";"";"";"";""
"31";"2022-07-25 16:52:06";"Push";"3364";"Cross Cable Extension";"1";"6.80388555";"10";"";"";"";"";""
"31";"2022-07-25 16:52:06";"Push";"3364";"Cross Cable Extension";"2";"6.80388555";"14";"";"";"";"";""
"31";"2022-07-25 16:52:06";"Push";"3364";"Cross Cable Extension";"3";"6.80388555";"5";"";"";"";"";""
"32";"2022-07-26 16:06:24";"Pull";"2900";"Lat Pulldown (Cable)";"1";"49.895160700000005";"10";"";"";"";"";""
"32";"2022-07-26 16:06:24";"Pull";"2900";"Lat Pulldown (Cable)";"2";"49.895160700000005";"12";"";"";"";"";""
"32";"2022-07-26 16:06:24";"Pull";"2900";"Lat Pulldown (Cable)";"3";"49.895160700000005";"8";"";"";"";"";""
"32";"2022-07-26 16:06:24";"Pull";"2900";"T Bar Row";"1";"15.875732950000002";"11";"";"";"";"";""
"32";"2022-07-26 16:06:24";"Pull";"2900";"T Bar Row";"2";"15.875732950000002";"12";"";"";"";"";""
"32";"2022-07-26 16:06:24";"Pull";"2900";"T Bar Row";"3";"15.875732950000002";"10";"";"";"";"";""
"32";"2022-07-26 16:06:24";"Pull";"2900";"Seated Row (Cable)";"1";"29.937096420000003";"11";"";"";"";"";""
"32";"2022-07-26 16:06:24";"Pull";"2900";"Seated Row (Cable)";"2";"29.937096420000003";"14";"";"";"";"";""
"32";"2022-07-26 16:06:24";"Pull";"2900";"Seated Row (Cable)";"3";"29.937096420000003";"10";"";"";"";"";""
"32";"2022-07-26 16:06:24";"Pull";"2900";"Preacher Curl (Machine)";"1";"18.143694800000002";"6";"";"";"";"";""
"32";"2022-07-26 16:06:24";"Pull";"2900";"Preacher Curl (Machine)";"2";"18.143694800000002";"9";"";"";"";"";""
"33";"2022-07-28 17:52:47";"Push";"2911";"Chest Dip";"1";"68.356370159";"7";"";"";"";"";""
"33";"2022-07-28 17:52:47";"Push";"2911";"Chest Dip";"2";"68.356370159";"7";"";"";"";"";""
"33";"2022-07-28 17:52:47";"Push";"2911";"Chest Dip";"3";"68.356370159";"9";"";"";"";"";""
"33";"2022-07-28 17:52:47";"Push";"2911";"Overhead Press (Dumbbell)";"1";"11.33980925";"9";"";"";"";"";""
"33";"2022-07-28 17:52:47";"Push";"2911";"Overhead Press (Dumbbell)";"2";"11.33980925";"12";"";"";"";"";""
"33";"2022-07-28 17:52:47";"Push";"2911";"Overhead Press (Dumbbell)";"3";"11.33980925";"9";"";"";"";"";""
"33";"2022-07-28 17:52:47";"Push";"2911";"Incline Chest Press (Machine)";"1";"18.143694800000002";"7";"";"";"";"";""
"33";"2022-07-28 17:52:47";"Push";"2911";"Incline Chest Press (Machine)";"2";"18.143694800000002";"11";"";"";"";"";""
"33";"2022-07-28 17:52:47";"Push";"2911";"Cable Y Raise";"1";"4.535923700000001";"6";"";"";"";"";""
"33";"2022-07-28 17:52:47";"Push";"2911";"Cable Y Raise";"2";"4.535923700000001";"5";"";"";"";"";""
"33";"2022-07-28 17:52:47";"Push";"2911";"Cable Y Raise";"3";"4.535923700000001";"9";"";"";"";"";""
"34";"2022-07-29 17:46:05";"Pull";"4560";"Lat Pulldown (Cable)";"1";"49.895160700000005";"11";"";"";"";"";""
"34";"2022-07-29 17:46:05";"Pull";"4560";"Lat Pulldown (Cable)";"2";"49.895160700000005";"14";"";"";"";"";""
"34";"2022-07-29 17:46:05";"Pull";"4560";"Lat Pulldown (Cable)";"3";"49.895160700000005";"9";"";"";"";"";""
"34";"2022-07-29 17:46:05";"Pull";"4560";"T Bar Row";"1";"15.875732950000002";"12";"";"";"";"";""
"34";"2022-07-29 17:46:05";"Pull";"4560";"T Bar Row";"2";"15.875732950000002";"14";"";"";"";"";""
"34";"2022-07-29 17:46:05";"Pull";"4560";"T Bar Row";"3";"15.875732950000002";"11";"";"";"";"";""
"34";"2022-07-29 17:46:05";"Pull";"4560";"Knelt Pulldown";"1";"18.143694800000002";"11";"";"";"";"";""
"34";"2022-07-29 17:46:05";"Pull";"4560";"Knelt Pulldown";"2";"18.143694800000002";"9";"";"";"";"";""
"34";"2022-07-29 17:46:05";"Pull";"4560";"Knelt Pulldown";"3";"18.143694800000002";"10";"";"";"";"";""
"34";"2022-07-29 17:46:05";"Pull";"4560";"Brutal Biceps";"1";"6.80388555";"16";"";"";"";"";""
"35";"2022-08-02 16:31:20";"Push";"2588";"Chest Dip";"1";"68.356370159";"5";"";"";"";"";""
"35";"2022-08-02 16:31:20";"Push";"2588";"Chest Dip";"2";"68.356370159";"11";"";"";"";"";""
"35";"2022-08-02 16:31:20";"Push";"2588";"Chest Dip";"3";"68.356370159";"10";"";"";"";"";""
"35";"2022-08-02 16:31:20";"Push";"2588";"Incline Chest Press (Machine)";"1";"18.143694800000002";"8";"";"";"";"";""
"35";"2022-08-02 16:31:20";"Push";"2588";"Incline Chest Press (Machine)";"2";"18.143694800000002";"8";"";"";"";"";""
"35";"2022-08-02 16:31:20";"Push";"2588";"Incline Chest Press (Machine)";"3";"18.143694800000002";"9";"";"";"";"";""
"35";"2022-08-02 16:31:20";"Push";"2588";"Bench Press (Dumbbell)";"1";"12.473790175000001";"14";"";"";"";"";""
"35";"2022-08-02 16:31:20";"Push";"2588";"Bench Press (Dumbbell)";"2";"12.473790175000001";"13";"";"";"";"";""
"35";"2022-08-02 16:31:20";"Push";"2588";"Bench Press (Dumbbell)";"3";"12.473790175000001";"11";"";"";"";"";""
"35";"2022-08-02 16:31:20";"Push";"2588";"Cross Cable Extension";"1";"6.80388555";"12";"";"";"";"";""
"35";"2022-08-02 16:31:20";"Push";"2588";"Cross Cable Extension";"2";"6.80388555";"7";"";"";"";"";""
"35";"2022-08-02 16:31:20";"Push";"2588";"Cross Cable Extension";"3";"4.535923700000001";"11";"";"";"";"";""
"36";"2022-08-03 15:53:21";"Pull";"3428";"Lat Pulldown (Cable)";"1";"54.884676770000006";"11";"";"";"";"";""
"36";"2022-08-03 15:53:21";"Pull";"3428";"Lat Pulldown (Cable)";"2";"54.884676770000006";"8";"";"";"";"";""
"36";"2022-08-03 15:53:21";"Pull";"3428";"Lat Pulldown (Cable)";"3";"54.884676770000006";"14";"";"";"";"";""
"36";"2022-08-03 15:53:21";"Pull";"3428";"T Bar Row";"1";"18.143694800000002";"12";"";"";"";"";""
"36";"2022-08-03 15:53:21";"Pull";"3428";"T Bar Row";"2";"18.143694800000002";"12";"";"";"";"";""
"36";"2022-08-03 15:53:21";"Pull";"3428";"T Bar Row";"3";"18.143694800000002";"13";"";"";"";"";""
"36";"2022-08-03 15:53:21";"Pull";"3428";"Seated Row (Cable)";"1";"34.926612490000004";"10";"";"";"";"";""
"36";"2022-08-03 15:53:21";"Pull";"3428";"Seated Row (Cable)";"2";"29.937096420000003";"10";"";"";"";"";""
"36";"2022-08-03 15:53:21";"Pull";"3428";"Seated Row (Cable)";"3";"29.937096420000003";"8";"";"";"";"";""
"36";"2022-08-03 15:53:21";"Pull";"3428";"Brutal Biceps";"1";"6.80388555";"16";"";"";"";"";""
"36";"2022-08-03 15:53:21";"Pull";"3428";"Brutal Biceps";"2";"6.80388555";"7";"";"";"";"";""
"36";"2022-08-03 15:53:21";"Pull";"3428";"Brutal Biceps";"3";"6.80388555";"11";"";"";"";"";""
"37";"2022-08-04 14:31:28";"Push";"3101";"Chest Dip";"1";"68.356370159";"11";"";"";"";"";""
"37";"2022-08-04 14:31:28";"Push";"3101";"Chest Dip";"2";"68.356370159";"9";"";"";"";"";""
